sensor,date,recorded
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 6:57:38 PM,166
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:01:38 PM,139
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:05:38 PM,153
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:09:38 PM,159
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:13:38 PM,166
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:17:38 PM,155
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:21:38 PM,136
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:25:38 PM,8
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:29:38 PM,2
ms_p2:sensormultilevel::luminositysensor:, 4/2/2016 7:33:38 PM,6
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:21:40 AM,0
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:25:40 AM,3
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:33:40 AM,5
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:37:40 AM,0
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:41:40 AM,5
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:45:40 AM,1
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:49:40 AM,7
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 7:57:40 AM,4
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:01:40 AM,2
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:05:40 AM,7
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:09:40 AM,5
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:13:40 AM,1
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:17:40 AM,9
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:21:40 AM,17
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:25:40 AM,21
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:29:40 AM,26
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:33:40 AM,31
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:37:41 AM,49
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:41:40 AM,47
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:45:40 AM,49
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:49:40 AM,29
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:53:40 AM,88
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 8:57:40 AM,83
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:01:40 AM,95
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:05:41 AM,103
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:09:40 AM,120
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:13:40 AM,130
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:17:40 AM,125
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:21:42 AM,123
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:25:40 AM,132
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:29:40 AM,130
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:33:40 AM,138
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:37:40 AM,133
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:41:43 AM,130
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:45:40 AM,123
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:49:40 AM,148
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:53:40 AM,157
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 9:57:40 AM,146
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:01:40 AM,147
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:05:40 AM,149
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:09:43 AM,89
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:13:40 AM,166
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:17:40 AM,152
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:21:40 AM,139
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:25:42 AM,148
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:33:40 AM,157
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:37:40 AM,152
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:41:40 AM,158
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:45:40 AM,153
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:49:43 AM,141
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:53:40 AM,125
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 10:57:40 AM,165
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:01:40 AM,167
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:05:43 AM,172
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:09:43 AM,167
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:13:40 AM,169
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:17:40 AM,164
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:21:44 AM,156
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:29:40 AM,157
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:33:44 AM,147
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:37:41 AM,141
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:41:44 AM,161
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:45:40 AM,163
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:49:40 AM,170
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 11:57:43 AM,168
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:01:43 PM,156
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:05:51 PM,161
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:09:40 PM,160
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:13:45 PM,164
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:17:49 PM,167
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:21:59 PM,171
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:25:40 PM,176
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:29:40 PM,179
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:33:48 PM,176
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:38:11 PM,180
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:41:50 PM,173
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:45:40 PM,179
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:49:44 PM,185
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 12:53:46 PM,184
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 1:57:43 PM,0
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:01:42 PM,193
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:05:40 PM,185
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:09:40 PM,180
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:13:52 PM,193
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:17:40 PM,186
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:21:41 PM,178
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:25:40 PM,200
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:33:52 PM,195
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:37:42 PM,173
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:41:40 PM,170
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:45:40 PM,172
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:49:40 PM,177
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:53:40 PM,232
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 2:57:44 PM,234
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:01:49 PM,209
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:05:45 PM,219
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:09:40 PM,231
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:13:40 PM,236
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:17:40 PM,255
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:21:40 PM,251
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:25:40 PM,255
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:29:40 PM,240
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:33:40 PM,271
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:37:40 PM,280
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:41:42 PM,275
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:45:45 PM,315
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:49:46 PM,330
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:53:40 PM,341
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 3:57:40 PM,345
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:01:49 PM,326
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:05:43 PM,227
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:09:40 PM,271
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:13:40 PM,370
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:17:40 PM,391
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:21:40 PM,474
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:25:52 PM,374
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:29:39 PM,463
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:33:42 PM,404
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:37:40 PM,465
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:41:52 PM,473
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:45:39 PM,462
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:49:40 PM,494
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:53:42 PM,520
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 4:57:43 PM,482
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:01:40 PM,557
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:05:39 PM,547
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:09:39 PM,339
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:13:39 PM,342
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:17:39 PM,170
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:21:39 PM,154
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:25:39 PM,151
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:29:39 PM,130
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:33:39 PM,116
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:37:39 PM,112
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:41:39 PM,105
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:45:39 PM,168
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:49:39 PM,88
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:53:39 PM,75
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 5:57:39 PM,53
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:01:39 PM,52
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:05:39 PM,54
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:09:39 PM,136
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:13:39 PM,37
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:17:39 PM,25
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:21:39 PM,75
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:25:39 PM,144
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:29:39 PM,88
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:33:39 PM,74
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:37:39 PM,33
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:41:39 PM,3
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:49:39 PM,2
ms_p2:sensormultilevel::luminositysensor:, 4/3/2016 6:53:39 PM,4
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 7:21:40 AM,0
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 7:25:40 AM,1
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 7:33:40 AM,7
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 7:49:40 AM,0
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 7:53:40 AM,4
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 7:57:40 AM,8
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:01:40 AM,7
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:05:40 AM,15
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:09:40 AM,9
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:13:40 AM,0
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:17:40 AM,33
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:21:40 AM,19
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:25:40 AM,10
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:29:40 AM,81
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:33:40 AM,68
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:37:40 AM,19
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:41:40 AM,20
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:45:40 AM,108
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:49:40 AM,44
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:53:40 AM,26
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 8:57:40 AM,34
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:01:40 AM,23
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:05:40 AM,128
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:09:40 AM,65
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:13:40 AM,129
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:17:40 AM,122
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:25:40 AM,75
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:29:40 AM,89
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:33:40 AM,95
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:37:40 AM,98
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:41:40 AM,154
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:45:40 AM,72
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:49:40 AM,100
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 9:57:40 AM,137
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:01:40 AM,148
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:05:40 AM,138
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:13:40 AM,160
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:17:40 AM,116
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:21:40 AM,98
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:25:40 AM,80
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:29:42 AM,76
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:33:42 AM,71
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:37:42 AM,68
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:41:42 AM,61
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:45:42 AM,59
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:49:42 AM,91
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:53:42 AM,172
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 10:57:42 AM,165
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:01:41 AM,182
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:05:41 AM,197
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:09:41 AM,148
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:13:41 AM,132
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:17:41 AM,191
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:21:41 AM,200
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:25:41 AM,204
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:29:41 AM,181
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:33:41 AM,194
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:37:41 AM,156
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:41:41 AM,161
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:45:41 AM,168
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:49:41 AM,177
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:53:41 AM,155
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 11:57:41 AM,119
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 12:01:41 PM,118
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 12:05:41 PM,126
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 12:09:41 PM,136
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 12:13:41 PM,139
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 12:17:41 PM,169
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 12:21:41 PM,134
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:01:41 PM,0
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:05:41 PM,211
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:09:41 PM,165
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:13:41 PM,202
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:17:41 PM,210
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:21:41 PM,220
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:25:41 PM,119
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:29:41 PM,97
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:33:41 PM,117
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:37:41 PM,180
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:41:41 PM,115
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:45:41 PM,123
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:49:41 PM,131
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:53:41 PM,158
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 1:57:41 PM,198
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:01:41 PM,156
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:05:41 PM,160
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:09:41 PM,132
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:13:41 PM,111
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:17:41 PM,108
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:21:41 PM,112
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:25:41 PM,107
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:29:41 PM,132
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:33:41 PM,129
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:37:41 PM,156
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:41:41 PM,168
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:45:41 PM,212
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:49:41 PM,206
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:53:41 PM,172
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 2:57:41 PM,179
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:01:41 PM,187
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:05:41 PM,185
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:09:41 PM,114
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:13:41 PM,137
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:17:41 PM,164
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:21:41 PM,178
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:25:41 PM,264
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:29:41 PM,239
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:33:41 PM,241
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:37:41 PM,212
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:41:41 PM,180
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:45:41 PM,390
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:49:41 PM,243
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:53:41 PM,403
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 3:57:41 PM,416
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:01:41 PM,426
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:05:41 PM,465
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:09:41 PM,483
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:13:41 PM,182
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:17:41 PM,193
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:21:41 PM,198
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:25:41 PM,503
ms_p2:sensormultilevel::luminositysensor:, 4/4/2016 4:29:41 PM,241
